show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1132,TV Show,The Eternal City 1132,,"Aisha Costa, Fatima Patel, Carlos Johnson, Sara Patel",United Kingdom,"February 23, 2026",2023,PG-13,8 Seasons,"Crime TV Shows, Anime Series, Reality TV",A gripping tv show exploring themes of survival and identity in United Kingdom.
s1133,Movie,The Last Promise 1133,Wei Müller,"Maria Park, David Smith, Tom Smith, David Rossi, Sara Johnson",United States,"September 11, 2026",2024,TV-14,91 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in United States.
s1134,Movie,The Broken City 1134,Anil Lee,"Priya Khan, Min Rossi, Yuki Khan, Elena Tanaka, Sara Müller",United Kingdom,"February 2, 2026",2025,TV-MA,113 min,Independent Movies,A gripping movie exploring themes of survival and identity in United Kingdom.
s1135,TV Show,The Forgotten Kingdom 1135,,"Sara Johnson, Yuki Park, Min Tanaka",United States,"March 10, 2024",2024,TV-14,8 Seasons,Anime Series,A gripping tv show exploring themes of survival and identity in United States.
s1136,TV Show,The Eternal Storm 1136,,"John Patel, Hana Silva, Priya Nair, Priya Park",Japan,"January 11, 2014",2014,R,4 Seasons,"Reality TV, TV Dramas, Kids' TV",A gripping tv show exploring themes of survival and identity in Japan.
s1137,Movie,The Silent Horizon 1137,Wei Costa,"Priya Lee, Wei Rossi, Elena Tanaka, Raj Khan, Aisha Garcia, David Müller, Priya Lee",,"October 6, 2018",2018,TV-14,124 min,Independent Movies,A gripping movie exploring themes of survival and identity in United States.
s1138,TV Show,The Golden Dreams 1138,,"Elena Costa, Anil Smith, John Lee, Aisha Müller",South Korea,"August 23, 2009",2008,TV-MA,5 Seasons,"Kids' TV, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in South Korea.
s1139,TV Show,The Forgotten Journey Chronicles 1139,,"Tom Johnson, Priya Khan, Carlos Tanaka, Tom Garcia, Fatima Silva, Aisha Khan, David Kumar",Mexico,"July 16, 2020",2019,TV-MA,2 Seasons,"TV Action & Adventure, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Mexico.
s1140,Movie,The Last Storm 1140,David Rossi,"Raj Patel, Carlos Nair, David Garcia, John Park",United States,"January 23, 2021",2017,PG-13,74 min,Dramas,A gripping movie exploring themes of survival and identity in United States.
s1141,TV Show,The Secret City Chronicles 1141,,"Fatima Park, Yuki Johnson, Min Johnson, Sara Rossi, Wei Patel, Sara Nair",Mexico,"October 14, 2019",2019,TV-MA,5 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in Mexico.
s1142,Movie,The Forgotten Promise 1142,John Nair,"Anil Garcia, Maria Smith, Min Park, Min Park, Priya Nair, Maria Khan, Hana Müller",Japan,"November 23, 2026",2025,TV-MA,143 min,"Independent Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in Japan.
s1143,Movie,The Silent Storm 1143,Fatima Lee,"Fatima Costa, Hana Silva, Elena Costa",Mexico,"February 15, 2022",2020,TV-Y,71 min,"Sci-Fi & Fantasy, Independent Movies",A gripping movie exploring themes of survival and identity in Mexico.
s1144,TV Show,The Last Journey 1144,,"Hana Patel, David Costa, Aisha Nair",Italy,"July 17, 2026",2024,NR,2 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in Italy.
s1145,Movie,The Dark Horizon 1145,Raj Park,"Wei Nair, John Rossi, Min Johnson, Anil Lee, David Garcia, Aisha Silva, Hana Tanaka",Japan,"April 20, 2024",2021,TV-14,132 min,"Comedies, Horror Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in Japan.
s1146,Movie,The Lost Empire 1146,Min Park,"David Tanaka, Maria Müller, Tom Kumar",India,"November 27, 2022",2021,TV-14,154 min,"Independent Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in India.
s1147,Movie,The Last Kingdom 1147,,"Maria Nair, Elena Khan, Maria Müller, David Lee",Canada,"February 4, 2026",2024,TV-PG,143 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in Canada.
s1148,TV Show,The Wild Promise Chronicles 1148,,"John Kumar, Yuki Lee, Anil Garcia, Yuki Tanaka, Min Tanaka, Tom Smith, David Park",United Kingdom,"December 14, 2012",2010,TV-14,1 Season,"Reality TV, Romantic TV Shows, TV Comedies",A gripping tv show exploring themes of survival and identity in United Kingdom.
s1149,TV Show,The Dark Rebellion 1149,,"Tom Johnson, Carlos Tanaka, Sara Tanaka, Anil Park, Raj Müller",United States,"April 13, 2022",2022,TV-MA,7 Seasons,"TV Comedies, Kids' TV",A gripping tv show exploring themes of survival and identity in United States.
s1150,Movie,The Last Horizon 1150,,"Tom Nair, Tom Tanaka, Elena Johnson, Wei Lee, Sara Costa",United States,"February 12, 2026",2025,R,151 min,"Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in United States.
s1151,Movie,The Broken Dreams 1151,Carlos Rossi,"Wei Rossi, Raj Nair, Wei Patel, Aisha Costa, Tom Silva, Raj Lee",Germany,"July 10, 2025",2023,R,101 min,"Sci-Fi & Fantasy, Dramas",A gripping movie exploring themes of survival and identity in Germany.
s1152,Movie,The Dark Horizon 1152,,"Priya Kumar, John Johnson, Min Lee, Hana Lee, Yuki Silva, Fatima Kumar",United States,"March 17, 2020",2020,R,80 min,"Horror Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United States.
s1153,Movie,The Golden Promise 1153,Hana Kumar,"Maria Rossi, Aisha Tanaka, Aisha Garcia, John Khan, Fatima Müller",Canada,"January 7, 2013",2011,TV-MA,155 min,"Independent Movies, Dramas, Action & Adventure",A gripping movie exploring themes of survival and identity in Canada.
s1154,TV Show,The Golden City 1154,,"Aisha Johnson, Anil Silva, Elena Silva, Fatima Park, Raj Johnson, Wei Garcia, Fatima Johnson",United Kingdom,"February 17, 2023",2018,TV-14,4 Seasons,TV Dramas,A gripping tv show exploring themes of survival and identity in United Kingdom.
s1155,TV Show,The Wild Horizon 1155,,"Min Khan, Hana Kumar, Aisha Costa",United States,"June 4, 2016",2014,TV-MA,4 Seasons,"Anime Series, Crime TV Shows, TV Mysteries",A gripping tv show exploring themes of survival and identity in United States.
s1156,TV Show,The Broken Kingdom 1156,,"Priya Patel, Elena Tanaka, Elena Rossi, Sara Patel",Canada,"February 25, 2021",2020,R,7 Seasons,"TV Dramas, Kids' TV, Docuseries",A gripping tv show exploring themes of survival and identity in Canada.
s1157,TV Show,The Dark Kingdom Chronicles 1157,,"Carlos Park, Raj Johnson, Raj Johnson",Australia,"July 10, 2026",2022,R,8 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in Australia.
s1158,Movie,The Forgotten Shadows 1158,Tom Garcia,"Fatima Costa, Wei Kumar, Fatima Smith, Wei Nair, Carlos Smith",United Kingdom,"September 27, 2026",2024,TV-14,151 min,"Dramas, Action & Adventure",A gripping movie exploring themes of survival and identity in United Kingdom.
s1159,TV Show,The Broken Storm 1159,,"Fatima Smith, Raj Kumar, Elena Park, Fatima Smith, Hana Garcia",Turkey,"December 21, 2021",2020,PG-13,6 Seasons,"Crime TV Shows, TV Dramas",A gripping tv show exploring themes of survival and identity in Turkey.
s1160,Movie,The Dark Horizon 1160,,"Min Kumar, Elena Garcia, Tom Khan, Aisha Tanaka, Wei Garcia",Japan,"November 3, 2020",2019,TV-14,77 min,"Children & Family Movies, Horror Movies, Comedies",A gripping movie exploring themes of survival and identity in Japan.
s1161,TV Show,The Forgotten Shadows 1161,,"Fatima Nair, Hana Garcia, Aisha Smith",France,"August 27, 2024",2022,R,5 Seasons,Docuseries,A gripping tv show exploring themes of survival and identity in France.
s1162,TV Show,The Silent Shadows Chronicles 1162,,"Anil Rossi, Raj Garcia, Tom Rossi, Wei Kumar",Australia,"January 7, 2025",2025,TV-MA,5 Seasons,"TV Action & Adventure, TV Comedies, TV Mysteries",A gripping tv show exploring themes of survival and identity in Australia.
s1163,TV Show,The Secret Journey 1163,,"Sara Tanaka, Aisha Patel, Raj Kumar",Japan,"January 20, 2023",2022,TV-PG,6 Seasons,"TV Action & Adventure, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Japan.
s1164,Movie,The Last Kingdom 1164,David Costa,"Raj Kumar, Min Tanaka, Min Smith, Hana Costa, Anil Müller, Min Garcia, Wei Smith",Spain,"June 1, 2024",2023,TV-MA,77 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in Spain.
s1165,Movie,The Endless Horizon 1165,Tom Rossi,"Wei Smith, Raj Costa, Fatima Lee, Fatima Park",Australia,"September 27, 2026",2022,TV-MA,118 min,"Dramas, Independent Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Australia.
s1166,Movie,The Silent Kingdom 1166,Priya Rossi,"Min Khan, Yuki Tanaka, Aisha Kumar",United Kingdom,"August 4, 2026",2025,TV-14,142 min,Independent Movies,A gripping movie exploring themes of survival and identity in United Kingdom.
s1167,Movie,The Golden Dreams 1167,Priya Müller,"Raj Garcia, David Garcia, Hana Johnson, Fatima Costa, Priya Garcia, Raj Johnson",Nigeria,"May 10, 2018",2018,NR,179 min,Action & Adventure,A gripping movie exploring themes of survival and identity in Nigeria.
s1168,Movie,The Endless Horizon 1168,Hana Müller,"Aisha Müller, Sara Lee, John Tanaka, Maria Rossi",Australia,"December 27, 2026",2023,PG-13,127 min,"Action & Adventure, Thrillers",A gripping movie exploring themes of survival and identity in Australia.
s1169,Movie,The Eternal Horizon 1169,Maria Khan,"Sara Johnson, Sara Smith, Tom Kumar, Maria Smith, John Johnson",United States,"November 15, 2014",2014,TV-MA,147 min,"Independent Movies, Dramas",A gripping movie exploring themes of survival and identity in United States.
s1170,Movie,The Endless Shadows 1170,Tom Costa,"Aisha Khan, Elena Patel, Aisha Costa, Aisha Garcia, Hana Rossi",South Korea,"June 18, 2026",2025,TV-14,144 min,Action & Adventure,A gripping movie exploring themes of survival and identity in South Korea.
s1171,TV Show,The Endless Journey 1171,,"Carlos Rossi, Priya Johnson, John Johnson, Anil Rossi, Yuki Johnson, Maria Smith, Aisha Khan",Spain,"January 17, 2022",2020,PG,5 Seasons,"Docuseries, TV Dramas",A gripping tv show exploring themes of survival and identity in Spain.
s1172,TV Show,The Last Kingdom 1172,,"Fatima Patel, Fatima Patel, Aisha Khan, Min Kumar",United States,"December 24, 2023",2021,TV-MA,4 Seasons,"Crime TV Shows, Kids' TV, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in United States.
s1173,TV Show,The Silent Shadows Chronicles 1173,,"Raj Garcia, Priya Garcia, Hana Park, Elena Müller",Australia,"October 17, 2024",2023,TV-PG,7 Seasons,"TV Action & Adventure, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Australia.
s1174,Movie,The Lost Rebellion 1174,,"Raj Patel, Tom Tanaka, Yuki Park",Japan,"June 11, 2025",2021,TV-MA,70 min,Documentaries,A gripping movie exploring themes of survival and identity in Japan.
s1175,TV Show,The Broken Promise Chronicles 1175,,"Priya Smith, Fatima Smith, Tom Costa, Raj Kumar, Priya Silva, Maria Nair, Carlos Garcia",France,"August 8, 2017",2016,TV-MA,2 Season,Reality TV,A gripping tv show exploring themes of survival and identity in France.
s1176,Movie,The Endless Horizon 1176,David Khan,"Priya Nair, Aisha Rossi, Fatima Silva, Carlos Kumar, Anil Kumar, Fatima Müller, Carlos Tanaka",Egypt,"December 27, 2021",2019,TV-MA,144 min,"Independent Movies, Children & Family Movies, Dramas",A gripping movie exploring themes of survival and identity in Egypt.
s1177,Movie,The Golden City 1177,,"Priya Lee, Priya Müller, Sara Park",Australia,"February 24, 2022",2018,TV-14,176 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in Australia.
s1178,TV Show,The Dark Rebellion 1178,,"Raj Smith, Sara Tanaka, David Costa, Carlos Khan, Aisha Silva",Turkey,"September 5, 2020",2020,R,5 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in Turkey.
s1179,Movie,The Silent Empire 1179,Aisha Rossi,"Anil Smith, Anil Patel, Maria Khan, Raj Costa",Spain,"October 20, 2024",2022,R,146 min,"Horror Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Spain.
s1180,Movie,The Golden Empire 1180,Yuki Kumar,"Tom Garcia, Anil Patel, Sara Patel, Priya Rossi",,"September 3, 2022",2018,PG,158 min,"Action & Adventure, Sci-Fi & Fantasy, Documentaries",A gripping movie exploring themes of survival and identity in South Korea.
s1181,TV Show,The Wild Legacy 1181,,"Wei Tanaka, Sara Rossi, Raj Kumar, Yuki Smith, Wei Johnson",France,"June 5, 2018",2016,TV-14,8 Seasons,"Kids' TV, TV Action & Adventure",A gripping tv show exploring themes of survival and identity in France.
s1182,Movie,The Secret Journey 1182,,"Priya Müller, Wei Costa, David Lee, Raj Khan, Tom Smith, Anil Kumar",India,"September 23, 2026",2023,R,112 min,Independent Movies,A gripping movie exploring themes of survival and identity in India.
s1183,TV Show,The Last Empire 1183,,"Priya Garcia, Carlos Patel, Maria Rossi",United States,"March 8, 2025",2023,TV-G,1 Seasons,"TV Action & Adventure, TV Dramas",A gripping tv show exploring themes of survival and identity in United States.
s1184,Movie,The Endless Rebellion 1184,Aisha Smith,"Priya Garcia, Raj Müller, Fatima Patel, Sara Kumar, Elena Park",United States,"December 6, 2021",2020,TV-MA,95 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in United States.
s1185,Movie,The Forgotten Horizon 1185,Yuki Müller,"Maria Rossi, Aisha Tanaka, Yuki Silva, Raj Smith",United States,"June 8, 2025",2022,TV-MA,174 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A gripping movie exploring themes of survival and identity in United States.
s1186,Movie,The Wild Legacy 1186,Yuki Rossi,"Fatima Tanaka, Sara Patel, Aisha Smith, Elena Silva",Nigeria,"June 8, 2021",2016,PG-13,70 min,"Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in Nigeria.
s1187,Movie,The Last Journey 1187,Wei Silva,"Raj Patel, Tom Nair, Aisha Park, Tom Lee, Tom Garcia, Maria Khan",Nigeria,"March 11, 2015",2015,TV-MA,166 min,Action & Adventure,A gripping movie exploring themes of survival and identity in Nigeria.
s1188,TV Show,The Endless Horizon 1188,,"Wei Johnson, Anil Müller, Hana Lee",Canada,"August 14, 2019",2019,PG-13,8 Seasons,"Docuseries, Anime Series, Reality TV",A gripping tv show exploring themes of survival and identity in Canada.
s1189,Movie,The Silent Horizon 1189,,"Fatima Costa, Hana Khan, Anil Khan, Aisha Park, Tom Patel",United Kingdom,"September 10, 2024",2019,TV-MA,134 min,"Children & Family Movies, Horror Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in United Kingdom.
s1190,TV Show,The Last Horizon 1190,,"Sara Khan, Wei Kumar, Tom Müller, Fatima Costa",Brazil,"March 3, 2013",2011,TV-MA,6 Seasons,"TV Mysteries, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in Brazil.
s1191,TV Show,The Wild Dreams 1191,,"Carlos Kumar, Aisha Tanaka, Yuki Tanaka, David Müller, Yuki Patel, Wei Park",United States,"February 22, 2025",2024,TV-Y7,8 Seasons,"Reality TV, TV Comedies, Crime TV Shows",A gripping tv show exploring themes of survival and identity in United States.
s1192,Movie,The Dark Dreams 1192,Raj Lee,"John Kumar, Wei Smith, Wei Nair",France,"October 26, 2018",2017,TV-14,123 min,"Dramas, Thrillers, Independent Movies",A gripping movie exploring themes of survival and identity in France.
s1193,TV Show,The Broken Promise Chronicles 1193,,"Tom Kumar, Yuki Johnson, Aisha Kumar",Japan,"April 22, 2021",2018,TV-MA,5 Seasons,"Crime TV Shows, Kids' TV, TV Dramas",A gripping tv show exploring themes of survival and identity in Japan.
s1194,TV Show,The Golden Shadows 1194,,"Anil Park, Hana Smith, Min Patel, Anil Smith",India,"March 4, 2026",2021,TV-PG,7 Season,Kids' TV,A gripping tv show exploring themes of survival and identity in India.
s1195,Movie,The Lost Journey 1195,,"John Johnson, Min Costa, Aisha Kumar, John Müller, Tom Garcia, Sara Müller",India,"January 7, 2021",2020,PG,108 min,"Comedies, Documentaries",A gripping movie exploring themes of survival and identity in India.
s1196,Movie,The Last Shadows 1196,Min Nair,"David Nair, Sara Kumar, John Smith, Hana Rossi, David Tanaka, David Patel, Wei Park",United States,"January 24, 2017",2017,TV-14,134 min,"Comedies, Horror Movies",A gripping movie exploring themes of survival and identity in United States.
s1197,Movie,The Hidden Storm 1197,Min Johnson,"Carlos Rossi, John Silva, John Silva",Canada,"August 6, 2024",2022,TV-MA,141 min,"Children & Family Movies, Independent Movies, Dramas",A gripping movie exploring themes of survival and identity in Canada.
s1198,Movie,The Wild Horizon 1198,Tom Khan,"Elena Costa, John Patel, Hana Rossi, David Nair, Carlos Kumar, Min Silva",,"December 17, 2021",2020,PG,84 min,"Children & Family Movies, Action & Adventure, Independent Movies",A gripping movie exploring themes of survival and identity in United States.
